226	Supernatural	Two brothers follow their father's footsteps as hunters", fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth."	12	8.5	2005–	44min	5	264	1	http://www.imdb.com/title/tt0460681/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_230	319398	{"females": {"aged_under_18": {"rating": 9.1, "total_votes": 825}, "aged_30_44": {"rating": 8.8, "total_votes": 29214}, "all_votes": {"rating": 8.8, "total_votes": 95463}, "aged_over_45": {"rating": 8.7, "total_votes": 6962}, "aged_18_29": {"rating": 8.9, "total_votes": 50648}}, "all_genders": {"aged_under_18": {"rating": 8.6, "total_votes": 1508}, "aged_30_44": {"rating": 8.4, "total_votes": 82685}, "all_votes": {"rating": 8.5, "total_votes": 319398}, "aged_over_45": {"rating": 8.2, "total_votes": 16870}, "aged_18_29": {"rating": 8.7, "total_votes": 132147}}, "votes_per_ratings": {"9": 62639, "7": 24726, "3": 1971, "6": 10983, "10": 158112, "2": 1611, "8": 44224, "1": 6435, "5": 5761, "4": 2936}, "males": {"aged_under_18": {"rating": 8.2, "total_votes": 672}, "aged_30_44": {"rating": 8.2, "total_votes": 52511}, "all_votes": {"rating": 8.4, "total_votes": 155643}, "aged_over_45": {"rating": 8.0, "total_votes": 9663}, "aged_18_29": {"rating": 8.5, "total_votes": 80276}}, "total_votes": 319398, "rating_page_link": "http://www.imdb.com/title/tt0460681/ratings?ref_=tt_ov_rt"}	{English}	2017/12/21	2017/12/21
236	Trailer Park Boys	Three petty felons have a documentary made about their life in a trailer park.	11	8.4	2001–2018	30min	6	96	1	http://www.imdb.com/title/tt0290988/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_234	29328	{"votes_per_ratings": {"4": 306, "5": 479, "3": 311, "10": 12961, "9": 6506, "1": 1137, "2": 316, "8": 4422, "7": 2009, "6": 881}, "all_genders": {"aged_under_18": {"rating": 7.7, "total_votes": 56}, "aged_30_44": {"rating": 8.4, "total_votes": 11263}, "aged_over_45": {"rating": 7.6, "total_votes": 2277}, "aged_18_29": {"rating": 8.6, "total_votes": 9047}, "all_votes": {"rating": 8.4, "total_votes": 29328}}, "rating_page_link": "http://www.imdb.com/title/tt0290988/ratings?ref_=tt_ov_rt", "total_votes": 29328, "males": {"aged_under_18": {"rating": 8.3, "total_votes": 35}, "aged_30_44": {"rating": 8.5, "total_votes": 9904}, "aged_over_45": {"rating": 7.7, "total_votes": 1856}, "aged_18_29": {"rating": 8.7, "total_votes": 7794}, "all_votes": {"rating": 8.5, "total_votes": 20712}}, "females": {"aged_under_18": {"rating": 5.3, "total_votes": 21}, "aged_30_44": {"rating": 7.5, "total_votes": 1248}, "aged_over_45": {"rating": 6.8, "total_votes": 396}, "aged_18_29": {"rating": 7.8, "total_votes": 1188}, "all_votes": {"rating": 7.5, "total_votes": 3001}}}	{English}	2017/12/21	2017/12/21
237	Naruto: Shippûden	Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village.	1	8.5	2007–2017	24min	5	500	1	http://www.imdb.com/title/tt0988824/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_237	54958	{"males": {"all_votes": {"rating": 8.6, "total_votes": 36188}, "aged_over_45": {"rating": 6.7, "total_votes": 645}, "aged_30_44": {"rating": 8.4, "total_votes": 7352}, "aged_under_18": {"rating": 8.7, "total_votes": 364}, "aged_18_29": {"rating": 8.7, "total_votes": 24887}}, "rating_page_link": "http://www.imdb.com/title/tt0988824/ratings?ref_=tt_ov_rt", "females": {"all_votes": {"rating": 8.4, "total_votes": 4786}, "aged_over_45": {"rating": 7.0, "total_votes": 160}, "aged_30_44": {"rating": 8.0, "total_votes": 860}, "aged_under_18": {"rating": 8.8, "total_votes": 49}, "aged_18_29": {"rating": 8.6, "total_votes": 3376}}, "votes_per_ratings": {"2": 312, "7": 3675, "9": 11656, "1": 2515, "8": 7784, "6": 1691, "5": 902, "4": 489, "10": 25574, "3": 360}, "total_votes": 54958, "all_genders": {"all_votes": {"rating": 8.5, "total_votes": 54958}, "aged_over_45": {"rating": 6.8, "total_votes": 820}, "aged_30_44": {"rating": 8.3, "total_votes": 8298}, "aged_under_18": {"rating": 8.6, "total_votes": 415}, "aged_18_29": {"rating": 8.7, "total_votes": 28439}}}	{Japanese}	2017/12/21	2017/12/21
239	The Walking Dead	Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins, and must lead a group of survivors to stay alive.	7	8.5	2010–	44min	6	99	1	http://www.imdb.com/title/tt1520211/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_238	722357	{"females": {"aged_over_45": {"rating": 8.8, "total_votes": 10016}, "aged_under_18": {"rating": 8.9, "total_votes": 693}, "aged_18_29": {"rating": 8.6, "total_votes": 50542}, "aged_30_44": {"rating": 8.7, "total_votes": 39463}, "all_votes": {"rating": 8.7, "total_votes": 113103}}, "rating_page_link": "http://www.imdb.com/title/tt1520211/ratings?ref_=tt_ov_rt", "votes_per_ratings": {"5": 14459, "9": 175645, "3": 4931, "8": 123575, "10": 282637, "6": 29243, "4": 7434, "2": 3834, "7": 65528, "1": 15071}, "all_genders": {"aged_over_45": {"rating": 8.4, "total_votes": 40691}, "aged_under_18": {"rating": 8.5, "total_votes": 3041}, "aged_18_29": {"rating": 8.4, "total_votes": 252649}, "aged_30_44": {"rating": 8.4, "total_votes": 200533}, "all_votes": {"rating": 8.5, "total_votes": 722357}}, "males": {"aged_over_45": {"rating": 8.4, "total_votes": 29936}, "aged_under_18": {"rating": 8.5, "total_votes": 2329}, "aged_18_29": {"rating": 8.4, "total_votes": 199508}, "aged_30_44": {"rating": 8.4, "total_votes": 157946}, "all_votes": {"rating": 8.4, "total_votes": 435819}}, "total_votes": 722357}	{English}	2017/12/21	2017/12/21
240	The League of Gentlemen	An interweaving narrative chronicling the antics of such diverse characters as: a transsexual taxi driver, a family obsessed with hygiene and toads, a fiery reverend, a carnival owner who kidnaps women into marriage, and a xenophobic couple who run a local shop for local people.	4	8.4	1999–2017	1h	6	22	1	http://www.imdb.com/title/tt0184135/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_240	7911	{"females": {"aged_over_45": {"rating": 8.1, "total_votes": 190}, "aged_30_44": {"rating": 8.5, "total_votes": 628}, "aged_18_29": {"rating": 8.3, "total_votes": 421}, "all_votes": {"rating": 8.4, "total_votes": 1297}}, "rating_page_link": "http://www.imdb.com/title/tt0184135/ratings?ref_=tt_ov_rt", "votes_per_ratings": {"5": 122, "9": 2223, "3": 76, "8": 1653, "10": 2479, "6": 245, "4": 94, "2": 55, "7": 751, "1": 213}, "all_genders": {"aged_over_45": {"rating": 8.3, "total_votes": 1124}, "aged_under_18": {"rating": 8.6, "total_votes": 10}, "aged_18_29": {"rating": 8.3, "total_votes": 1407}, "aged_30_44": {"rating": 8.5, "total_votes": 3693}, "all_votes": {"rating": 8.4, "total_votes": 7911}}, "males": {"aged_over_45": {"rating": 8.4, "total_votes": 917}, "aged_under_18": {"rating": 8.6, "total_votes": 10}, "aged_18_29": {"rating": 8.3, "total_votes": 958}, "aged_30_44": {"rating": 8.5, "total_votes": 3032}, "all_votes": {"rating": 8.4, "total_votes": 5176}}, "total_votes": 7911}	{English}	2017/12/21	2017/12/21
241	The Inbetweeners	Follows four friends and their antics during their final years of school.	3	8.4	2008–2010	25min	5	18	1	http://www.imdb.com/title/tt1220617/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_242	64561	{"females": {"aged_over_45": {"rating": 7.9, "total_votes": 485}, "aged_under_18": {"rating": 9.0, "total_votes": 35}, "aged_18_29": {"rating": 8.3, "total_votes": 5723}, "aged_30_44": {"rating": 8.1, "total_votes": 2856}, "all_votes": {"rating": 8.2, "total_votes": 9571}}, "rating_page_link": "http://www.imdb.com/title/tt1220617/ratings?ref_=tt_ov_rt", "votes_per_ratings": {"5": 1007, "9": 17988, "3": 354, "8": 14969, "10": 18525, "6": 2541, "4": 501, "2": 304, "7": 6833, "1": 1539}, "all_genders": {"aged_over_45": {"rating": 8.1, "total_votes": 3137}, "aged_under_18": {"rating": 8.9, "total_votes": 260}, "aged_18_29": {"rating": 8.5, "total_votes": 27672}, "aged_30_44": {"rating": 8.3, "total_votes": 18052}, "all_votes": {"rating": 8.4, "total_votes": 64561}}, "males": {"aged_over_45": {"rating": 8.1, "total_votes": 2590}, "aged_under_18": {"rating": 8.8, "total_votes": 224}, "aged_18_29": {"rating": 8.5, "total_votes": 21706}, "aged_30_44": {"rating": 8.3, "total_votes": 15011}, "all_votes": {"rating": 8.4, "total_votes": 42073}}, "total_votes": 64561}	{English}	2017/12/21	2017/12/21
242	Broadchurch	The murder of a young boy in a small coastal town brings a media frenzy, which threatens to tear the community apart.	3	8.4	2013–2017	48min	6	24	1	http://www.imdb.com/title/tt2249364/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_244	58381	{"females": {"aged_over_45": {"rating": 8.6, "total_votes": 3246}, "aged_under_18": {"rating": 9.0, "total_votes": 50}, "aged_18_29": {"rating": 8.6, "total_votes": 6079}, "aged_30_44": {"rating": 8.5, "total_votes": 6487}, "all_votes": {"rating": 8.5, "total_votes": 17212}}, "rating_page_link": "http://www.imdb.com/title/tt2249364/ratings?ref_=tt_ov_rt", "votes_per_ratings": {"5": 660, "9": 18497, "3": 200, "8": 16562, "10": 13414, "6": 1710, "4": 333, "2": 164, "7": 6201, "1": 640}, "all_genders": {"aged_over_45": {"rating": 8.3, "total_votes": 8993}, "aged_under_18": {"rating": 8.9, "total_votes": 158}, "aged_18_29": {"rating": 8.5, "total_votes": 14316}, "aged_30_44": {"rating": 8.3, "total_votes": 18315}, "all_votes": {"rating": 8.4, "total_votes": 58381}}, "males": {"aged_over_45": {"rating": 8.3, "total_votes": 5597}, "aged_under_18": {"rating": 8.9, "total_votes": 106}, "aged_18_29": {"rating": 8.4, "total_votes": 8054}, "aged_30_44": {"rating": 8.2, "total_votes": 11526}, "all_votes": {"rating": 8.3, "total_votes": 27320}}, "total_votes": 58381}	{English}	2017/12/21	2017/12/21
243	Star Trek	Captain James T. Kirk and the crew of the Starship Enterprise explore the galaxy and defend the United Federation of Planets.	3	8.3	1966–1969	50min	4	80	1	http://www.imdb.com/title/tt0060028/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_246	59335	{"females": {"aged_over_45": {"rating": 8.7, "total_votes": 2191}, "aged_under_18": {"rating": 8.5, "total_votes": 23}, "aged_18_29": {"rating": 8.6, "total_votes": 2528}, "aged_30_44": {"rating": 8.2, "total_votes": 3275}, "all_votes": {"rating": 8.4, "total_votes": 8428}}, "rating_page_link": "http://www.imdb.com/title/tt0060028/ratings?ref_=tt_ov_rt", "votes_per_ratings": {"5": 1299, "9": 13730, "3": 351, "8": 12975, "10": 18720, "6": 2956, "4": 587, "2": 273, "7": 7165, "1": 1279}, "all_genders": {"aged_over_45": {"rating": 8.7, "total_votes": 13447}, "aged_under_18": {"rating": 8.4, "total_votes": 138}, "aged_18_29": {"rating": 8.4, "total_votes": 10586}, "aged_30_44": {"rating": 8.2, "total_votes": 21932}, "all_votes": {"rating": 8.3, "total_votes": 59335}}, "males": {"aged_over_45": {"rating": 8.6, "total_votes": 11088}, "aged_under_18": {"rating": 8.4, "total_votes": 112}, "aged_18_29": {"rating": 8.3, "total_votes": 7955}, "aged_30_44": {"rating": 8.2, "total_votes": 18404}, "all_votes": {"rating": 8.3, "total_votes": 39426}}, "total_votes": 59335}	{English}	2017/12/21	2017/12/21
238	Ozark	A Chicago-based financial advisor secretly relocates his family to the Missouri Ozarks when his dealings with a drug cartel go awry.	1	8.4	2017–	1h	6	10	1	http://www.imdb.com/title/tt5071412/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_239	50625	{"males": {"all_votes": {"rating": 8.4, "total_votes": 30827}, "aged_over_45": {"rating": 8.4, "total_votes": 3956}, "aged_30_44": {"rating": 8.3, "total_votes": 12887}, "aged_under_18": {"rating": 8.6, "total_votes": 127}, "aged_18_29": {"rating": 8.4, "total_votes": 10320}}, "rating_page_link": "http://www.imdb.com/title/tt5071412/ratings?ref_=tt_ov_rt", "females": {"all_votes": {"rating": 8.4, "total_votes": 6643}, "aged_over_45": {"rating": 8.6, "total_votes": 1298}, "aged_30_44": {"rating": 8.3, "total_votes": 2752}, "aged_under_18": {"rating": 8.8, "total_votes": 16}, "aged_18_29": {"rating": 8.2, "total_votes": 1788}}, "votes_per_ratings": {"2": 120, "7": 5059, "9": 17095, "1": 342, "8": 13944, "6": 1490, "5": 523, "4": 240, "10": 11645, "3": 167}, "total_votes": 50625, "all_genders": {"all_votes": {"rating": 8.4, "total_votes": 50625}, "aged_over_45": {"rating": 8.4, "total_votes": 5358}, "aged_30_44": {"rating": 8.3, "total_votes": 15887}, "aged_under_18": {"rating": 8.6, "total_votes": 146}, "aged_18_29": {"rating": 8.4, "total_votes": 12241}}}	{English}	2017/12/21	2017/12/21
244	Person of Interest	An ex-assassin and a wealthy programmer save lives via a surveillance AI that sends them the identities of civilians involved in impending crimes. However, the details of the crimes--including the civilians' roles--are left a mystery.	5	8.5	2011–2016	43min	5	103	1	http://www.imdb.com/title/tt1839578/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_243	141783	{"total_votes": 141783, "rating_page_link": "http://www.imdb.com/title/tt1839578/ratings?ref_=tt_ov_rt", "all_genders": {"aged_30_44": {"rating": 8.2, "total_votes": 43955}, "aged_under_18": {"rating": 8.7, "total_votes": 238}, "aged_over_45": {"rating": 8.3, "total_votes": 15968}, "aged_18_29": {"rating": 8.7, "total_votes": 42245}, "all_votes": {"rating": 8.5, "total_votes": 141783}}, "females": {"aged_30_44": {"rating": 8.2, "total_votes": 9145}, "aged_under_18": {"rating": 8.7, "total_votes": 61}, "aged_over_45": {"rating": 8.5, "total_votes": 4767}, "aged_18_29": {"rating": 8.5, "total_votes": 7624}, "all_votes": {"rating": 8.4, "total_votes": 23526}}, "votes_per_ratings": {"5": 2601, "7": 12304, "2": 516, "4": 1231, "6": 5139, "1": 1514, "10": 55782, "8": 25049, "9": 36901, "3": 746}, "males": {"aged_30_44": {"rating": 8.2, "total_votes": 34197}, "aged_under_18": {"rating": 8.7, "total_votes": 176}, "aged_over_45": {"rating": 8.2, "total_votes": 10972}, "aged_18_29": {"rating": 8.7, "total_votes": 34184}, "all_votes": {"rating": 8.4, "total_votes": 86275}}}	{English}	2017/12/21	2017/12/21
245	Stargate SG-1	A secret military team, SG-1, is formed to explore the recently discovered Stargates.	10	8.4	1997–2007	44min	5	213	1	http://www.imdb.com/title/tt0118480/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_248	71225	{"total_votes": 71225, "rating_page_link": "http://www.imdb.com/title/tt0118480/ratings?ref_=tt_ov_rt", "all_genders": {"aged_30_44": {"rating": 8.4, "total_votes": 30777}, "aged_under_18": {"rating": 7.8, "total_votes": 49}, "aged_over_45": {"rating": 8.2, "total_votes": 8368}, "aged_18_29": {"rating": 8.6, "total_votes": 17623}, "all_votes": {"rating": 8.4, "total_votes": 71225}}, "females": {"aged_30_44": {"rating": 8.5, "total_votes": 4972}, "aged_under_18": {"rating": 7.9, "total_votes": 9}, "aged_over_45": {"rating": 8.5, "total_votes": 1839}, "aged_18_29": {"rating": 8.5, "total_votes": 3325}, "all_votes": {"rating": 8.5, "total_votes": 10582}}, "votes_per_ratings": {"5": 1470, "7": 6378, "2": 430, "4": 741, "6": 2853, "1": 1270, "10": 29329, "8": 11726, "9": 16494, "3": 534}, "males": {"aged_30_44": {"rating": 8.3, "total_votes": 25476}, "aged_under_18": {"rating": 7.7, "total_votes": 40}, "aged_over_45": {"rating": 8.2, "total_votes": 6424}, "aged_18_29": {"rating": 8.6, "total_votes": 14108}, "all_votes": {"rating": 8.4, "total_votes": 48173}}}	{English}	2017/12/21	2017/12/21
246	Boston Legal	Boston Legal is a spin-off of the long-running David E. Kelley series The Practice (1997), following the exploits of former Practice character Alan Shore (James Spader) at the legal firm of Crane, Poole, and Schmidt.	5	8.4	2004–2008	44min	5	101	1	http://www.imdb.com/title/tt0402711/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_250	38112	{"total_votes": 38112, "rating_page_link": "http://www.imdb.com/title/tt0402711/ratings?ref_=tt_ov_rt", "all_genders": {"aged_30_44": {"rating": 8.4, "total_votes": 16025}, "aged_under_18": {"rating": 7.6, "total_votes": 23}, "aged_over_45": {"rating": 8.2, "total_votes": 5517}, "aged_18_29": {"rating": 8.6, "total_votes": 9943}, "all_votes": {"rating": 8.4, "total_votes": 38112}}, "females": {"aged_30_44": {"rating": 8.3, "total_votes": 3569}, "aged_under_18": {"rating": 10.0, "total_votes": 4}, "aged_over_45": {"rating": 8.3, "total_votes": 1616}, "aged_18_29": {"rating": 8.5, "total_votes": 2370}, "all_votes": {"rating": 8.4, "total_votes": 7878}}, "votes_per_ratings": {"5": 628, "7": 3388, "2": 239, "4": 382, "6": 1340, "1": 895, "10": 14096, "8": 7168, "9": 9711, "3": 265}, "males": {"aged_30_44": {"rating": 8.4, "total_votes": 12300}, "aged_under_18": {"rating": 7.2, "total_votes": 19}, "aged_over_45": {"rating": 8.2, "total_votes": 3831}, "aged_18_29": {"rating": 8.6, "total_votes": 7480}, "all_votes": {"rating": 8.4, "total_votes": 24557}}}	{English}	2017/12/21	2017/12/21
247	The Godfather	The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.	1	9.2	24 March 1972 (USA)	2h 55min	10	1	2	http://www.imdb.com/title/tt0068646/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_2	1289649	{"total_votes": 1289649, "rating_page_link": "http://www.imdb.com/title/tt0068646/ratings?ref_=tt_ov_rt", "all_genders": {"aged_30_44": {"rating": 9.2, "total_votes": 447318}, "aged_under_18": {"rating": 9.3, "total_votes": 3158}, "aged_over_45": {"rating": 9.1, "total_votes": 104503}, "aged_18_29": {"rating": 9.2, "total_votes": 412190}, "all_votes": {"rating": 9.2, "total_votes": 1289649}}, "females": {"aged_30_44": {"rating": 8.9, "total_votes": 50054}, "aged_under_18": {"rating": 8.9, "total_votes": 439}, "aged_over_45": {"rating": 8.9, "total_votes": 15582}, "aged_18_29": {"rating": 8.9, "total_votes": 56003}, "all_votes": {"rating": 8.9, "total_votes": 129006}}, "votes_per_ratings": {"5": 12975, "7": 59592, "2": 4926, "4": 6430, "6": 22606, "1": 33953, "10": 678900, "8": 151238, "9": 313950, "3": 5079}, "males": {"aged_30_44": {"rating": 9.2, "total_votes": 392413}, "aged_under_18": {"rating": 9.3, "total_votes": 2708}, "aged_over_45": {"rating": 9.1, "total_votes": 87318}, "aged_18_29": {"rating": 9.3, "total_votes": 353184}, "all_votes": {"rating": 9.2, "total_votes": 884781}}}	{English,Italian,Latin}	2017/12/21	2017/12/21
248	Billions	U.S. Attorney Chuck Rhoades goes after hedge fund king, Bobby Axe" Axelrod in a battle between two powerful New York figures."	2	8.4	2016–	1h	6	24	1	http://www.imdb.com/title/tt4270492/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_241	36379	{"females": {"all_votes": {"total_votes": 4222, "rating": 8.2}, "aged_under_18": {"total_votes": 3, "rating": 8.7}, "aged_18_29": {"total_votes": 956, "rating": 8.2}, "aged_over_45": {"total_votes": 1004, "rating": 8.3}, "aged_30_44": {"total_votes": 1802, "rating": 8.2}}, "rating_page_link": "http://www.imdb.com/title/tt4270492/ratings?ref_=tt_ov_rt", "all_genders": {"all_votes": {"total_votes": 36379, "rating": 8.4}, "aged_under_18": {"total_votes": 43, "rating": 7.8}, "aged_18_29": {"total_votes": 7986, "rating": 8.5}, "aged_over_45": {"total_votes": 4306, "rating": 8.3}, "aged_30_44": {"total_votes": 12066, "rating": 8.4}}, "total_votes": 36379, "votes_per_ratings": {"3": 154, "9": 12154, "1": 610, "6": 998, "8": 8927, "10": 9696, "7": 3051, "5": 451, "2": 120, "4": 218}, "males": {"all_votes": {"total_votes": 22580, "rating": 8.4}, "aged_under_18": {"total_votes": 39, "rating": 7.7}, "aged_18_29": {"total_votes": 6938, "rating": 8.5}, "aged_over_45": {"total_votes": 3207, "rating": 8.3}, "aged_30_44": {"total_votes": 10083, "rating": 8.4}}}	{English}	2017/12/21	2017/12/21
249	Lost	The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.	6	8.4	2004–2010	44min	5	118	1	http://www.imdb.com/title/tt0411008/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_245	422099	{"total_votes": 422099, "males": {"aged_under_18": {"total_votes": 591, "rating": 8.7}, "aged_18_29": {"total_votes": 111160, "rating": 8.6}, "all_votes": {"total_votes": 276247, "rating": 8.4}, "aged_over_45": {"total_votes": 18735, "rating": 7.9}, "aged_30_44": {"total_votes": 131048, "rating": 8.4}}, "votes_per_ratings": {"5": 10274, "3": 3990, "6": 19451, "7": 41704, "9": 93910, "2": 3209, "8": 74317, "4": 5640, "10": 158867, "1": 10737}, "females": {"aged_under_18": {"total_votes": 188, "rating": 8.5}, "aged_18_29": {"total_votes": 33082, "rating": 8.4}, "all_votes": {"total_votes": 73040, "rating": 8.3}, "aged_over_45": {"total_votes": 5740, "rating": 8.2}, "aged_30_44": {"total_votes": 29851, "rating": 8.3}}, "all_genders": {"aged_under_18": {"total_votes": 786, "rating": 8.6}, "aged_18_29": {"total_votes": 145465, "rating": 8.5}, "all_votes": {"total_votes": 422099, "rating": 8.4}, "aged_over_45": {"total_votes": 24882, "rating": 8.0}, "aged_30_44": {"total_votes": 162734, "rating": 8.4}}, "rating_page_link": "http://www.imdb.com/title/tt0411008/ratings?ref_=tt_ov_rt"}	{English,Portuguese,Spanish,Arabic,French,Korean,German,Latin,Russian,Japanese}	2017/12/21	2017/12/21
250	Anne of Green Gables	An orphan girl, sent to an elderly brother and sister by mistake, charms her new home and community with her fiery spirit and imagination.	1	8.4	TV Mini-Series (1985	3h 19min	3	2	1	http://www.imdb.com/title/tt0088727/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_249	16414	{"total_votes": 16414, "males": {"aged_under_18": {"total_votes": 8, "rating": 6.7}, "aged_18_29": {"total_votes": 634, "rating": 7.7}, "all_votes": {"total_votes": 4153, "rating": 7.8}, "aged_over_45": {"total_votes": 1320, "rating": 8.1}, "aged_30_44": {"total_votes": 2088, "rating": 7.5}}, "votes_per_ratings": {"5": 362, "3": 92, "6": 680, "7": 1495, "9": 3094, "2": 75, "8": 2871, "4": 184, "10": 7131, "1": 430}, "females": {"aged_under_18": {"total_votes": 10, "rating": 9.7}, "aged_18_29": {"total_votes": 2113, "rating": 8.7}, "all_votes": {"total_votes": 8190, "rating": 8.9}, "aged_over_45": {"total_votes": 1192, "rating": 8.8}, "aged_30_44": {"total_votes": 4529, "rating": 9.0}}, "all_genders": {"aged_under_18": {"total_votes": 18, "rating": 8.1}, "aged_18_29": {"total_votes": 2774, "rating": 8.5}, "all_votes": {"total_votes": 16414, "rating": 8.4}, "aged_over_45": {"total_votes": 2546, "rating": 8.4}, "aged_30_44": {"total_votes": 6705, "rating": 8.4}}, "rating_page_link": "http://www.imdb.com/title/tt0088727/ratings?ref_=tt_ov_rt"}	{English}	2017/12/21	2017/12/21
251	The Godfather: Part II	The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.	1	9	20 December 1974 (USA)	3h 22min	10	1	2	http://www.imdb.com/title/tt0071562/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_3	889793	{"total_votes": 889793, "males": {"aged_under_18": {"total_votes": 1641, "rating": 9.2}, "aged_18_29": {"total_votes": 241418, "rating": 9.1}, "all_votes": {"total_votes": 621608, "rating": 9.1}, "aged_over_45": {"total_votes": 65380, "rating": 8.9}, "aged_30_44": {"total_votes": 279212, "rating": 9.1}}, "votes_per_ratings": {"5": 9614, "3": 3479, "6": 18682, "7": 52405, "9": 253320, "2": 3186, "8": 133291, "4": 4562, "10": 393181, "1": 18073}, "females": {"aged_under_18": {"total_votes": 208, "rating": 8.8}, "aged_18_29": {"total_votes": 32521, "rating": 8.8}, "all_votes": {"total_votes": 81018, "rating": 8.8}, "aged_over_45": {"total_votes": 11184, "rating": 8.7}, "aged_30_44": {"total_votes": 32858, "rating": 8.7}}, "all_genders": {"aged_under_18": {"total_votes": 1858, "rating": 9.2}, "aged_18_29": {"total_votes": 275958, "rating": 9.1}, "all_votes": {"total_votes": 889793, "rating": 9.0}, "aged_over_45": {"total_votes": 77736, "rating": 8.9}, "aged_30_44": {"total_votes": 315632, "rating": 9.0}}, "rating_page_link": "http://www.imdb.com/title/tt0071562/ratings?ref_=tt_ov_rt"}	{English,Italian,Spanish,Latin,Sicilian}	2017/12/21	2017/12/21
