150	The Office	The story of an office that faces closure when the company decides to downsize its branches. A documentary film crew follow staff and the manager David Brent as they continue their daily lives.	3	8.6	2001–2003	30min	6	14	1	http://www.imdb.com/title/tt0290978/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_157	77458	{"females": {"aged_18_29": {"total_votes": 4243, "rating": 8.2}, "aged_under_18": {"total_votes": 22, "rating": 8.5}, "aged_over_45": {"total_votes": 1119, "rating": 7.9}, "all_votes": {"total_votes": 10414, "rating": 8.2}, "aged_30_44": {"total_votes": 4635, "rating": 8.3}}, "males": {"aged_18_29": {"total_votes": 19676, "rating": 8.6}, "aged_under_18": {"total_votes": 129, "rating": 8.5}, "aged_over_45": {"total_votes": 5219, "rating": 8.3}, "all_votes": {"total_votes": 53546, "rating": 8.6}, "aged_30_44": {"total_votes": 26566, "rating": 8.7}}, "rating_page_link": "http://www.imdb.com/title/tt0290978/ratings?ref_=tt_ov_rt", "all_genders": {"aged_18_29": {"total_votes": 24092, "rating": 8.5}, "aged_under_18": {"total_votes": 152, "rating": 8.5}, "aged_over_45": {"total_votes": 6450, "rating": 8.2}, "all_votes": {"total_votes": 77464, "rating": 8.6}, "aged_30_44": {"total_votes": 31528, "rating": 8.7}}, "total_votes": 77458, "votes_per_ratings": {"5": 1443, "7": 6476, "3": 637, "4": 802, "2": 544, "1": 2307, "8": 14043, "10": 28276, "9": 20219, "6": 2717}}	{English}	2017/12/21	2017/12/21
151	House of Cards	»	1	8.6	TV Mini-Series (1990	3h 46min	5	4	1	http://www.imdb.com/title/tt0098825/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_159	10111	{"females": {"aged_18_29": {"total_votes": 225, "rating": 8.3}, "aged_over_45": {"total_votes": 567, "rating": 8.8}, "all_votes": {"total_votes": 1336, "rating": 8.6}, "aged_30_44": {"total_votes": 479, "rating": 8.5}}, "males": {"aged_18_29": {"total_votes": 1548, "rating": 8.5}, "aged_under_18": {"total_votes": 18, "rating": 8.2}, "aged_over_45": {"total_votes": 2067, "rating": 8.7}, "all_votes": {"total_votes": 6651, "rating": 8.6}, "aged_30_44": {"total_votes": 2701, "rating": 8.5}}, "rating_page_link": "http://www.imdb.com/title/tt0098825/ratings?ref_=tt_ov_rt", "all_genders": {"aged_18_29": {"total_votes": 1793, "rating": 8.5}, "aged_under_18": {"total_votes": 18, "rating": 8.2}, "aged_over_45": {"total_votes": 2664, "rating": 8.7}, "all_votes": {"total_votes": 10111, "rating": 8.6}, "aged_30_44": {"total_votes": 3237, "rating": 8.5}}, "total_votes": 10111, "votes_per_ratings": {"5": 111, "7": 839, "3": 29, "4": 61, "2": 33, "1": 177, "8": 2239, "10": 3133, "9": 3207, "6": 282}}	{English}	2017/12/21	2017/12/21
152	Tinker Tailor Soldier Spy	In the bleak days of the Cold War, espionage veteran George Smiley is forced out of semi-retirement to uncover a Soviet agent within MI6's echelons.	1	8.6	TV Mini-Series (1979	4h 50min	5	7	1	http://www.imdb.com/title/tt0080297/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_161	5947	{"females": {"aged_18_29": {"total_votes": 82, "rating": 8.3}, "aged_over_45": {"total_votes": 310, "rating": 8.9}, "all_votes": {"total_votes": 655, "rating": 8.6}, "aged_30_44": {"total_votes": 244, "rating": 8.2}}, "males": {"aged_18_29": {"total_votes": 462, "rating": 8.4}, "aged_under_18": {"total_votes": 4, "rating": 6.8}, "aged_over_45": {"total_votes": 1948, "rating": 8.9}, "all_votes": {"total_votes": 4119, "rating": 8.6}, "aged_30_44": {"total_votes": 1591, "rating": 8.4}}, "rating_page_link": "http://www.imdb.com/title/tt0080297/ratings?ref_=tt_ov_rt", "all_genders": {"aged_18_29": {"total_votes": 550, "rating": 8.3}, "aged_under_18": {"total_votes": 4, "rating": 6.8}, "aged_over_45": {"total_votes": 2296, "rating": 8.9}, "all_votes": {"total_votes": 5947, "rating": 8.6}, "aged_30_44": {"total_votes": 1861, "rating": 8.4}}, "total_votes": 5947, "votes_per_ratings": {"5": 77, "7": 480, "3": 30, "4": 42, "2": 21, "1": 92, "8": 1088, "10": 2264, "9": 1669, "6": 184}}	{English,Czech,Russian}	2017/12/21	2017/12/21
153	Impractical Jokers	Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera.	6	8.7	2011–	30min	5	159	1	http://www.imdb.com/title/tt2100976/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_144	23280	{"rating_page_link": "http://www.imdb.com/title/tt2100976/ratings?ref_=tt_ov_rt", "all_genders": {"aged_under_18": {"rating": 8.7, "total_votes": 181}, "all_votes": {"rating": 8.7, "total_votes": 23280}, "aged_18_29": {"rating": 8.8, "total_votes": 8947}, "aged_over_45": {"rating": 7.2, "total_votes": 993}, "aged_30_44": {"rating": 8.4, "total_votes": 4844}}, "votes_per_ratings": {"1": 770, "10": 10710, "2": 169, "8": 3424, "9": 5469, "4": 175, "3": 151, "7": 1547, "6": 565, "5": 300}, "males": {"aged_under_18": {"rating": 8.6, "total_votes": 155}, "all_votes": {"rating": 8.6, "total_votes": 13595}, "aged_18_29": {"rating": 8.8, "total_votes": 7412}, "aged_over_45": {"rating": 7.2, "total_votes": 720}, "aged_30_44": {"rating": 8.4, "total_votes": 3822}}, "females": {"aged_under_18": {"rating": 9.0, "total_votes": 26}, "all_votes": {"rating": 8.7, "total_votes": 3031}, "aged_18_29": {"rating": 8.8, "total_votes": 1459}, "aged_over_45": {"rating": 7.8, "total_votes": 257}, "aged_30_44": {"rating": 8.5, "total_votes": 983}}, "total_votes": 23280}	{English}	2017/12/21	2017/12/21
154	Alfred Hitchcock Presents	Series of unrelated short stories covering elements of crime, horror, drama, and comedy about people of different backgrounds committing murders, suicides, thefts, and other sorts of crime caused by certain motivations, perceived or not.	7	8.6	1955–1962	25min	5	268	1	http://www.imdb.com/title/tt0047708/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_148	11199	{"rating_page_link": "http://www.imdb.com/title/tt0047708/ratings?ref_=tt_ov_rt", "all_genders": {"aged_under_18": {"rating": 8.0, "total_votes": 24}, "all_votes": {"rating": 8.6, "total_votes": 11199}, "aged_18_29": {"rating": 8.8, "total_votes": 1945}, "aged_over_45": {"rating": 8.6, "total_votes": 3097}, "aged_30_44": {"rating": 8.5, "total_votes": 3810}}, "votes_per_ratings": {"1": 224, "10": 3218, "2": 36, "8": 2748, "9": 3276, "4": 66, "3": 32, "7": 1114, "6": 356, "5": 129}, "males": {"aged_under_18": {"rating": 8.0, "total_votes": 21}, "all_votes": {"rating": 8.6, "total_votes": 6920}, "aged_18_29": {"rating": 8.7, "total_votes": 1436}, "aged_over_45": {"rating": 8.6, "total_votes": 2306}, "aged_30_44": {"rating": 8.5, "total_votes": 2884}}, "females": {"aged_under_18": {"rating": 9.0, "total_votes": 3}, "all_votes": {"rating": 8.7, "total_votes": 2196}, "aged_18_29": {"rating": 8.9, "total_votes": 488}, "aged_over_45": {"rating": 8.7, "total_votes": 748}, "aged_30_44": {"rating": 8.7, "total_votes": 867}}, "total_votes": 11199}	{English}	2017/12/21	2017/12/21
155	Dragon Ball	Son Gokû, a fighter with a monkey tail, goes on a quest with an assortment of odd characters in search of the Dragon Balls, a set of crystals that can give its bearer anything they desire.	1	8.6	1986–1989	24min	2	153	1	http://www.imdb.com/title/tt0088509/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_152	34642	{"rating_page_link": "http://www.imdb.com/title/tt0088509/ratings?ref_=tt_ov_rt", "all_genders": {"aged_under_18": {"rating": 7.9, "total_votes": 124}, "all_votes": {"rating": 8.6, "total_votes": 34642}, "aged_18_29": {"rating": 8.7, "total_votes": 16616}, "aged_over_45": {"rating": 6.6, "total_votes": 694}, "aged_30_44": {"rating": 8.5, "total_votes": 8763}}, "votes_per_ratings": {"1": 1251, "10": 12242, "2": 217, "8": 6794, "9": 8884, "4": 231, "3": 212, "7": 3103, "6": 1202, "5": 506}, "males": {"aged_under_18": {"rating": 7.9, "total_votes": 112}, "all_votes": {"rating": 8.6, "total_votes": 25181}, "aged_18_29": {"rating": 8.7, "total_votes": 15080}, "aged_over_45": {"rating": 6.6, "total_votes": 564}, "aged_30_44": {"rating": 8.5, "total_votes": 7939}}, "females": {"aged_under_18": {"rating": 8.1, "total_votes": 10}, "all_votes": {"rating": 8.0, "total_votes": 2345}, "aged_18_29": {"rating": 8.3, "total_votes": 1393}, "aged_over_45": {"rating": 6.4, "total_votes": 120}, "aged_30_44": {"rating": 7.8, "total_votes": 699}}, "total_votes": 34642}	{Japanese}	2017/12/21	2017/12/21
156	Dragon Ball	»	9	8.6	1995–2003	24min	5	153	1	http://www.imdb.com/title/tt0280249/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_156	41144	{"rating_page_link": "http://www.imdb.com/title/tt0280249/ratings?ref_=tt_ov_rt", "all_genders": {"aged_under_18": {"rating": 7.8, "total_votes": 129}, "all_votes": {"rating": 8.6, "total_votes": 41144}, "aged_18_29": {"rating": 8.7, "total_votes": 20084}, "aged_over_45": {"rating": 6.7, "total_votes": 896}, "aged_30_44": {"rating": 8.5, "total_votes": 10498}}, "votes_per_ratings": {"1": 1437, "10": 15043, "2": 270, "8": 7857, "9": 10319, "4": 295, "3": 251, "7": 3756, "6": 1321, "5": 595}, "males": {"aged_under_18": {"rating": 7.7, "total_votes": 119}, "all_votes": {"rating": 8.6, "total_votes": 30029}, "aged_18_29": {"rating": 8.8, "total_votes": 18146}, "aged_over_45": {"rating": 6.6, "total_votes": 694}, "aged_30_44": {"rating": 8.5, "total_votes": 9458}}, "females": {"aged_under_18": {"rating": 8.2, "total_votes": 8}, "all_votes": {"rating": 8.1, "total_votes": 3044}, "aged_18_29": {"rating": 8.3, "total_votes": 1790}, "aged_over_45": {"rating": 7.0, "total_votes": 185}, "aged_30_44": {"rating": 7.9, "total_votes": 924}}, "total_votes": 41144}	{Japanese,English}	2017/12/21	2017/12/21
157	Feud	and Prince Charles & Princess Diana.	1	8.6	2017–	45min	6	8	1	http://www.imdb.com/title/tt1984119/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_160	10013	{"rating_page_link": "http://www.imdb.com/title/tt1984119/ratings?ref_=tt_ov_rt", "all_genders": {"aged_under_18": {"rating": 8.2, "total_votes": 47}, "all_votes": {"rating": 8.6, "total_votes": 10013}, "aged_18_29": {"rating": 8.6, "total_votes": 2546}, "aged_over_45": {"rating": 8.7, "total_votes": 1843}, "aged_30_44": {"rating": 8.5, "total_votes": 2764}}, "votes_per_ratings": {"1": 174, "10": 3405, "2": 46, "8": 2083, "9": 2979, "4": 59, "3": 51, "7": 825, "6": 271, "5": 120}, "males": {"aged_under_18": {"rating": 8.2, "total_votes": 31}, "all_votes": {"rating": 8.6, "total_votes": 4743}, "aged_18_29": {"rating": 8.6, "total_votes": 1619}, "aged_over_45": {"rating": 8.6, "total_votes": 1119}, "aged_30_44": {"rating": 8.5, "total_votes": 1649}}, "females": {"aged_under_18": {"rating": 8.2, "total_votes": 16}, "all_votes": {"rating": 8.5, "total_votes": 2891}, "aged_18_29": {"rating": 8.5, "total_votes": 899}, "aged_over_45": {"rating": 8.7, "total_votes": 688}, "aged_30_44": {"rating": 8.4, "total_votes": 1058}}, "total_votes": 10013}	{English}	2017/12/21	2017/12/21
158	The IT Crowd	The comedic adventures of a rag-tag group of technical support workers at a large corporation.	5	8.6	2006–2013	25min	5	25	1	http://www.imdb.com/title/tt0487831/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_163	104564	{"rating_page_link": "http://www.imdb.com/title/tt0487831/ratings?ref_=tt_ov_rt", "all_genders": {"aged_under_18": {"rating": 8.8, "total_votes": 185}, "all_votes": {"rating": 8.6, "total_votes": 104564}, "aged_18_29": {"rating": 8.6, "total_votes": 36624}, "aged_over_45": {"rating": 8.4, "total_votes": 6629}, "aged_30_44": {"rating": 8.6, "total_votes": 40251}}, "votes_per_ratings": {"1": 1224, "10": 33363, "2": 487, "8": 21706, "9": 31610, "4": 868, "3": 581, "7": 9647, "6": 3535, "5": 1543}, "males": {"aged_under_18": {"rating": 8.7, "total_votes": 146}, "all_votes": {"rating": 8.5, "total_votes": 66763}, "aged_18_29": {"rating": 8.5, "total_votes": 26691}, "aged_over_45": {"rating": 8.4, "total_votes": 5180}, "aged_30_44": {"rating": 8.5, "total_votes": 31669}}, "females": {"aged_under_18": {"rating": 9.2, "total_votes": 37}, "all_votes": {"rating": 8.7, "total_votes": 19932}, "aged_18_29": {"rating": 8.7, "total_votes": 9553}, "aged_over_45": {"rating": 8.4, "total_votes": 1333}, "aged_30_44": {"rating": 8.7, "total_votes": 8109}}, "total_votes": 104564}	{English}	2017/12/21	2017/12/21
159	The New Batman Adventures	The further and darker adventures of Batman with a new Robin, a closer association with Batgirl and the previous Robin now as Nightwing.	2	8.6	1997–1999	30min	4	24	1	http://www.imdb.com/title/tt0118266/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_165	9796	{"rating_page_link": "http://www.imdb.com/title/tt0118266/ratings?ref_=tt_ov_rt", "all_genders": {"aged_under_18": {"rating": 8.3, "total_votes": 66}, "all_votes": {"rating": 8.6, "total_votes": 9796}, "aged_18_29": {"rating": 8.7, "total_votes": 3617}, "aged_over_45": {"rating": 8.1, "total_votes": 446}, "aged_30_44": {"rating": 8.5, "total_votes": 3041}}, "votes_per_ratings": {"1": 248, "10": 2895, "2": 44, "8": 2316, "9": 2777, "4": 59, "3": 30, "7": 976, "6": 323, "5": 128}, "males": {"aged_under_18": {"rating": 8.4, "total_votes": 58}, "all_votes": {"rating": 8.6, "total_votes": 7006}, "aged_18_29": {"rating": 8.7, "total_votes": 3293}, "aged_over_45": {"rating": 8.2, "total_votes": 387}, "aged_30_44": {"rating": 8.5, "total_votes": 2813}}, "females": {"aged_under_18": {"rating": 8.3, "total_votes": 7}, "all_votes": {"rating": 8.4, "total_votes": 605}, "aged_18_29": {"rating": 8.7, "total_votes": 292}, "aged_over_45": {"rating": 8.1, "total_votes": 54}, "aged_30_44": {"rating": 8.0, "total_votes": 203}}, "total_votes": 9796}	{English}	2017/12/21	2017/12/21
160	The Prisoner	After resigning, a secret agent is abducted and taken to what looks like an idyllic village, but is really a bizarre prison. His warders demand information. He gives them nothing, but only tries to escape.	1	8.6	1967–1968	50min	4	17	1	http://www.imdb.com/title/tt0061287/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_167	10013	{"rating_page_link": "http://www.imdb.com/title/tt0061287/ratings?ref_=tt_ov_rt", "all_genders": {"aged_under_18": {"rating": 7.4, "total_votes": 11}, "all_votes": {"rating": 8.6, "total_votes": 10013}, "aged_18_29": {"rating": 8.3, "total_votes": 1193}, "aged_over_45": {"rating": 8.8, "total_votes": 3453}, "aged_30_44": {"rating": 8.5, "total_votes": 3394}}, "votes_per_ratings": {"1": 333, "10": 3908, "2": 64, "8": 1666, "9": 2471, "4": 99, "3": 66, "7": 874, "6": 346, "5": 186}, "males": {"aged_under_18": {"rating": 7.4, "total_votes": 10}, "all_votes": {"rating": 8.6, "total_votes": 7141}, "aged_18_29": {"rating": 8.3, "total_votes": 1009}, "aged_over_45": {"rating": 8.8, "total_votes": 2946}, "aged_30_44": {"rating": 8.5, "total_votes": 2982}}, "females": {"aged_under_18": {"rating": 7.0, "total_votes": 1}, "all_votes": {"rating": 8.6, "total_votes": 1020}, "aged_18_29": {"rating": 8.4, "total_votes": 171}, "aged_over_45": {"rating": 8.6, "total_votes": 451}, "aged_30_44": {"rating": 8.5, "total_votes": 360}}, "total_votes": 10013}	{English,Russian,German,Romany,Spanish,French,Polish}	2017/12/21	2017/12/21
161	Homicide: Life on the Street	A police homicide investigation unit investigates violent crimes in the city of Baltimore.	7	8.6	1993–1999	1h	5	122	1	http://www.imdb.com/title/tt0106028/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_146	9608	{"total_votes": 9608, "all_genders": {"aged_30_44": {"total_votes": 4351, "rating": 8.7}, "aged_over_45": {"total_votes": 2557, "rating": 8.7}, "aged_18_29": {"total_votes": 885, "rating": 8.1}, "all_votes": {"total_votes": 9608, "rating": 8.6}, "aged_under_18": {"total_votes": 6, "rating": 5.3}}, "males": {"aged_30_44": {"total_votes": 3384, "rating": 8.7}, "aged_over_45": {"total_votes": 1813, "rating": 8.7}, "aged_18_29": {"total_votes": 677, "rating": 8.0}, "all_votes": {"total_votes": 6073, "rating": 8.6}, "aged_under_18": {"total_votes": 5, "rating": 5.2}}, "females": {"aged_30_44": {"total_votes": 924, "rating": 8.7}, "aged_over_45": {"total_votes": 707, "rating": 8.9}, "aged_18_29": {"total_votes": 201, "rating": 8.4}, "all_votes": {"total_votes": 1895, "rating": 8.8}, "aged_under_18": {"total_votes": 1, "rating": 10.0}}, "rating_page_link": "http://www.imdb.com/title/tt0106028/ratings?ref_=tt_ov_rt", "votes_per_ratings": {"9": 2612, "4": 70, "8": 1598, "7": 704, "1": 350, "3": 50, "6": 242, "10": 3824, "5": 115, "2": 43}}	{English}	2017/12/21	2017/12/21
163	Dr. Horrible's Sing-Along Blog	An aspiring supervillain must balance his career and his pursuit of a beautiful do-gooder.	1	8.6	TV Mini-Series (2008	42min	4	3	1	http://www.imdb.com/title/tt1227926/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_150	37623	{"votes_per_ratings": {"5": 503, "3": 136, "7": 3186, "1": 371, "9": 9734, "2": 128, "4": 266, "8": 6806, "6": 1248, "10": 15245}, "all_genders": {"aged_30_44": {"total_votes": 14836, "rating": 8.6}, "aged_over_45": {"total_votes": 2925, "rating": 8.3}, "all_votes": {"total_votes": 37623, "rating": 8.6}, "aged_under_18": {"total_votes": 68, "rating": 7.9}, "aged_18_29": {"total_votes": 13550, "rating": 8.7}}, "rating_page_link": "http://www.imdb.com/title/tt1227926/ratings?ref_=tt_ov_rt", "females": {"aged_30_44": {"total_votes": 3590, "rating": 8.9}, "aged_over_45": {"total_votes": 732, "rating": 8.6}, "all_votes": {"total_votes": 8988, "rating": 8.8}, "aged_under_18": {"total_votes": 19, "rating": 8.8}, "aged_18_29": {"total_votes": 4336, "rating": 8.8}}, "total_votes": 37623, "males": {"aged_30_44": {"total_votes": 11096, "rating": 8.5}, "aged_over_45": {"total_votes": 2135, "rating": 8.2}, "all_votes": {"total_votes": 23072, "rating": 8.5}, "aged_under_18": {"total_votes": 49, "rating": 7.6}, "aged_18_29": {"total_votes": 9083, "rating": 8.6}}}	{English}	2017/12/21	2017/12/21
164	Mr. Robot	Follows Elliot, a young programmer working as a cyber-security engineer by day, and a vigilante hacker by night.	3	8.6	2015–	49min	6	32	1	http://www.imdb.com/title/tt4158110/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_158	242891	{"votes_per_ratings": {"5": 4034, "3": 1307, "7": 20111, "1": 3114, "9": 70520, "2": 1031, "4": 1816, "8": 43509, "6": 8286, "10": 89163}, "all_genders": {"aged_30_44": {"total_votes": 58246, "rating": 8.4}, "aged_over_45": {"total_votes": 13319, "rating": 8.1}, "all_votes": {"total_votes": 242891, "rating": 8.6}, "aged_under_18": {"total_votes": 1285, "rating": 9.0}, "aged_18_29": {"total_votes": 88805, "rating": 8.8}}, "rating_page_link": "http://www.imdb.com/title/tt4158110/ratings?ref_=tt_ov_rt", "females": {"aged_30_44": {"total_votes": 8685, "rating": 8.2}, "aged_over_45": {"total_votes": 2706, "rating": 8.1}, "all_votes": {"total_votes": 29368, "rating": 8.5}, "aged_under_18": {"total_votes": 242, "rating": 9.2}, "aged_18_29": {"total_votes": 15000, "rating": 8.6}}, "total_votes": 242891, "males": {"aged_30_44": {"total_votes": 48578, "rating": 8.4}, "aged_over_45": {"total_votes": 10340, "rating": 8.1}, "all_votes": {"total_votes": 146844, "rating": 8.6}, "aged_under_18": {"total_votes": 1035, "rating": 9.0}, "aged_18_29": {"total_votes": 72792, "rating": 8.8}}}	{English,Swedish,Danish,Chinese,Persian}	2017/12/21	2017/12/21
165	Rurouni Kenshin: Wandering Samurai	The adventures of a young wandering swordsman who stumbles upon a struggling martial arts school in Meiji era Japan.	3	8.6	1996–1998	24min	5	95	1	http://www.imdb.com/title/tt0182629/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_164	13599	{"votes_per_ratings": {"5": 171, "3": 52, "7": 1150, "1": 365, "9": 3729, "2": 67, "4": 93, "8": 2634, "6": 398, "10": 4940}, "all_genders": {"aged_30_44": {"total_votes": 4676, "rating": 8.5}, "aged_over_45": {"total_votes": 427, "rating": 7.0}, "all_votes": {"total_votes": 13599, "rating": 8.6}, "aged_under_18": {"total_votes": 19, "rating": 7.9}, "aged_18_29": {"total_votes": 5655, "rating": 8.7}}, "rating_page_link": "http://www.imdb.com/title/tt0182629/ratings?ref_=tt_ov_rt", "females": {"aged_30_44": {"total_votes": 624, "rating": 8.5}, "aged_over_45": {"total_votes": 82, "rating": 7.7}, "all_votes": {"total_votes": 1674, "rating": 8.6}, "aged_under_18": {"total_votes": 3, "rating": 9.0}, "aged_18_29": {"total_votes": 898, "rating": 8.7}}, "total_votes": 13599, "males": {"aged_30_44": {"total_votes": 4018, "rating": 8.5}, "aged_over_45": {"total_votes": 337, "rating": 6.8}, "all_votes": {"total_votes": 9495, "rating": 8.6}, "aged_under_18": {"total_votes": 16, "rating": 7.8}, "aged_18_29": {"total_votes": 4714, "rating": 8.8}}}	{Japanese}	2017/12/21	2017/12/21
166	Mr. Bean	Life is a difficult challenge for Mr Bean, who despite being a grown adult, has trouble completing even the simplest of tasks. Thankfully, his perseverance is usually rewarded, and he finds an ingenious way around the problem.	1	8.5	1990–1995	5h 50min	3	15	1	http://www.imdb.com/title/tt0096657/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_169	75618	{"votes_per_ratings": {"5": 1305, "3": 456, "7": 7710, "1": 1176, "9": 19991, "2": 371, "4": 654, "8": 16284, "6": 2876, "10": 24795}, "all_genders": {"aged_30_44": {"total_votes": 22241, "rating": 8.3}, "aged_over_45": {"total_votes": 4554, "rating": 8.0}, "all_votes": {"total_votes": 75618, "rating": 8.5}, "aged_under_18": {"total_votes": 407, "rating": 8.8}, "aged_18_29": {"total_votes": 32193, "rating": 8.7}}, "rating_page_link": "http://www.imdb.com/title/tt0096657/ratings?ref_=tt_ov_rt", "females": {"aged_30_44": {"total_votes": 3404, "rating": 7.9}, "aged_over_45": {"total_votes": 741, "rating": 7.7}, "all_votes": {"total_votes": 10424, "rating": 8.2}, "aged_under_18": {"total_votes": 57, "rating": 8.7}, "aged_18_29": {"total_votes": 5728, "rating": 8.5}}, "total_votes": 75618, "males": {"aged_30_44": {"total_votes": 18643, "rating": 8.4}, "aged_over_45": {"total_votes": 3762, "rating": 8.0}, "all_votes": {"total_votes": 51366, "rating": 8.6}, "aged_under_18": {"total_votes": 346, "rating": 8.8}, "aged_18_29": {"total_votes": 26238, "rating": 8.8}}}	{English}	2017/12/21	2017/12/21
167	American Crime Story	An anthology series centering on history's most famous criminals, including O.J Simpson and Andrew Cunanan.	2	8.5	2016–	42min	6	20	1	http://www.imdb.com/title/tt2788432/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_171	49363	{"votes_per_ratings": {"5": 532, "3": 181, "7": 4528, "1": 489, "9": 16853, "2": 147, "4": 229, "8": 13967, "6": 1314, "10": 11123}, "all_genders": {"aged_30_44": {"total_votes": 14674, "rating": 8.4}, "aged_over_45": {"total_votes": 3438, "rating": 8.2}, "all_votes": {"total_votes": 49363, "rating": 8.5}, "aged_under_18": {"total_votes": 207, "rating": 8.7}, "aged_18_29": {"total_votes": 16074, "rating": 8.6}}, "rating_page_link": "http://www.imdb.com/title/tt2788432/ratings?ref_=tt_ov_rt", "females": {"aged_30_44": {"total_votes": 3078, "rating": 8.3}, "aged_over_45": {"total_votes": 899, "rating": 8.1}, "all_votes": {"total_votes": 8632, "rating": 8.4}, "aged_under_18": {"total_votes": 40, "rating": 8.5}, "aged_18_29": {"total_votes": 3815, "rating": 8.5}}, "total_votes": 49363, "males": {"aged_30_44": {"total_votes": 11372, "rating": 8.4}, "aged_over_45": {"total_votes": 2478, "rating": 8.2}, "all_votes": {"total_votes": 28496, "rating": 8.5}, "aged_under_18": {"total_votes": 163, "rating": 8.8}, "aged_18_29": {"total_votes": 12075, "rating": 8.7}}}	{English}	2017/12/21	2017/12/21
