7	1	2017-12-20	2017-12-21
7	2	2017-12-20	2017-12-21
6	3	2017-12-20	2017-12-21
8	3	2017-12-20	2017-12-21
20	3	2017-12-20	2017-12-21
2	4	2017-12-20	2017-12-21
3	4	2017-12-20	2017-12-21
5	4	2017-12-20	2017-12-21
7	5	2017-12-20	2017-12-21
6	6	2017-12-20	2017-12-21
8	6	2017-12-20	2017-12-21
6	7	2017-12-20	2017-12-21
8	7	2017-12-20	2017-12-21
16	7	2017-12-20	2017-12-21
1	8	2017-12-20	2017-12-21
8	8	2017-12-20	2017-12-21
12	8	2017-12-20	2017-12-21
6	9	2017-12-20	2017-12-21
8	9	2017-12-20	2017-12-21
20	9	2017-12-20	2017-12-21
7	10	2017-12-20	2017-12-21
12	10	2017-12-20	2017-12-21
21	10	2017-12-20	2017-12-21
7	11	2017-12-20	2017-12-21
12	11	2017-12-20	2017-12-21
21	11	2017-12-20	2017-12-21
10	12	2017-12-20	2017-12-21
13	12	2017-12-20	2017-12-21
16	12	2017-12-20	2017-12-21
3	13	2017-12-20	2017-12-21
8	13	2017-12-20	2017-12-21
18	13	2017-12-20	2017-12-21
5	14	2017-12-20	2017-12-21
\N	14	2017-12-20	2017-12-21
\N	14	2017-12-20	2017-12-21
6	15	2017-12-20	2017-12-21
8	15	2017-12-20	2017-12-21
20	15	2017-12-20	2017-12-21
3	16	2017-12-20	2017-12-21
8	16	2017-12-20	2017-12-21
10	16	2017-12-20	2017-12-21
7	17	2017-12-20	2017-12-21
7	18	2017-12-20	2017-12-21
6	19	2017-12-20	2017-12-21
8	19	2017-12-20	2017-12-21
16	19	2017-12-20	2017-12-21
2	20	2017-12-20	2017-12-21
6	20	2017-12-20	2017-12-21
8	20	2017-12-20	2017-12-21
2	21	2017-12-20	2017-12-21
1	21	2017-12-20	2017-12-21
5	21	2017-12-20	2017-12-21
8	22	2017-12-20	2017-12-21
21	22	2017-12-20	2017-12-21
2	23	2017-12-20	2017-12-21
1	23	2017-12-20	2017-12-21
3	23	2017-12-20	2017-12-21
8	24	2017-12-20	2017-12-21
10	24	2017-12-20	2017-12-21
13	24	2017-12-20	2017-12-21
8	25	2017-12-20	2017-12-21
16	25	2017-12-20	2017-12-21
18	25	2017-12-20	2017-12-21
5	26	2017-12-20	2017-12-21
5	27	2017-12-20	2017-12-21
17	27	2017-12-20	2017-12-21
5	28	2017-12-20	2017-12-21
2	29	2017-12-20	2017-12-21
3	29	2017-12-20	2017-12-21
8	29	2017-12-20	2017-12-21
4	30	2017-12-20	2017-12-21
6	30	2017-12-20	2017-12-21
8	30	2017-12-20	2017-12-21
5	31	2017-12-20	2017-12-21
8	31	2017-12-20	2017-12-21
1	32	2017-12-20	2017-12-21
3	32	2017-12-20	2017-12-21
6	32	2017-12-20	2017-12-21
5	33	2017-12-20	2017-12-21
21	33	2017-12-20	2017-12-21
6	34	2017-12-20	2017-12-21
8	34	2017-12-20	2017-12-21
20	34	2017-12-20	2017-12-21
7	35	2017-12-20	2017-12-21
8	36	2017-12-20	2017-12-21
2	37	2017-12-20	2017-12-21
1	37	2017-12-20	2017-12-21
3	37	2017-12-20	2017-12-21
2	38	2017-12-20	2017-12-21
1	38	2017-12-20	2017-12-21
3	38	2017-12-20	2017-12-21
7	39	2017-12-20	2017-12-21
7	40	2017-12-20	2017-12-21
2	41	2017-12-20	2017-12-21
1	41	2017-12-20	2017-12-21
3	41	2017-12-20	2017-12-21
5	42	2017-12-20	2017-12-21
7	43	2017-12-20	2017-12-21
8	44	2017-12-20	2017-12-21
17	44	2017-12-20	2017-12-21
8	45	2017-12-20	2017-12-21
18	45	2017-12-20	2017-12-21
20	45	2017-12-20	2017-12-21
5	46	2017-12-20	2017-12-21
4	47	2017-12-20	2017-12-21
8	47	2017-12-20	2017-12-21
12	47	2017-12-20	2017-12-21
5	48	2017-12-20	2017-12-21
5	49	2017-12-20	2017-12-21
2	50	2017-12-20	2017-12-21
1	50	2017-12-20	2017-12-21
3	50	2017-12-20	2017-12-21
5	51	2017-12-20	2017-12-21
8	52	2017-12-20	2017-12-21
5	53	2017-12-20	2017-12-21
8	53	2017-12-20	2017-12-21
2	54	2017-12-20	2017-12-21
3	54	2017-12-20	2017-12-21
5	54	2017-12-20	2017-12-21
2	55	2017-12-20	2017-12-21
5	55	2017-12-20	2017-12-21
8	56	2017-12-20	2017-12-21
1	57	2017-12-20	2017-12-21
8	57	2017-12-20	2017-12-21
12	57	2017-12-20	2017-12-21
2	58	2017-12-20	2017-12-21
5	58	2017-12-20	2017-12-21
6	59	2017-12-20	2017-12-21
8	59	2017-12-20	2017-12-21
16	59	2017-12-20	2017-12-21
7	60	2017-12-20	2017-12-21
5	61	2017-12-20	2017-12-21
8	61	2017-12-20	2017-12-21
6	62	2017-12-20	2017-12-21
8	62	2017-12-20	2017-12-21
16	62	2017-12-20	2017-12-21
7	63	2017-12-20	2017-12-21
5	63	2017-12-20	2017-12-21
5	64	2017-12-20	2017-12-21
14	64	2017-12-20	2017-12-21
2	65	2017-12-20	2017-12-21
5	65	2017-12-20	2017-12-21
8	65	2017-12-20	2017-12-21
2	66	2017-12-20	2017-12-21
1	66	2017-12-20	2017-12-21
3	66	2017-12-20	2017-12-21
6	67	2017-12-20	2017-12-21
8	67	2017-12-20	2017-12-21
12	67	2017-12-20	2017-12-21
5	68	2017-12-20	2017-12-21
5	69	2017-12-20	2017-12-21
6	70	2017-12-20	2017-12-21
8	70	2017-12-20	2017-12-21
16	70	2017-12-20	2017-12-21
7	71	2017-12-20	2017-12-21
6	71	2017-12-20	2017-12-21
6	72	2017-12-20	2017-12-21
8	72	2017-12-20	2017-12-21
8	73	2017-12-20	2017-12-21
16	73	2017-12-20	2017-12-21
2	74	2017-12-20	2017-12-21
1	74	2017-12-20	2017-12-21
3	74	2017-12-20	2017-12-21
5	75	2017-12-20	2017-12-21
8	75	2017-12-20	2017-12-21
3	76	2017-12-20	2017-12-21
8	76	2017-12-20	2017-12-21
22	76	2017-12-20	2017-12-21
5	77	2017-12-20	2017-12-21
8	77	2017-12-20	2017-12-21
5	78	2017-12-20	2017-12-21
\N	78	2017-12-20	2017-12-21
6	79	2017-12-20	2017-12-21
8	79	2017-12-20	2017-12-21
16	79	2017-12-20	2017-12-21
2	80	2017-12-20	2017-12-21
1	80	2017-12-20	2017-12-21
5	80	2017-12-20	2017-12-21
1	81	2017-12-20	2017-12-21
8	81	2017-12-20	2017-12-21
12	81	2017-12-20	2017-12-21
1	82	2017-12-20	2017-12-21
3	82	2017-12-20	2017-12-21
8	82	2017-12-20	2017-12-21
6	83	2017-12-20	2017-12-21
8	83	2017-12-20	2017-12-21
6	84	2017-12-20	2017-12-21
8	84	2017-12-20	2017-12-21
16	84	2017-12-20	2017-12-21
7	85	2017-12-20	2017-12-21
3	85	2017-12-20	2017-12-21
8	86	2017-12-20	2017-12-21
17	86	2017-12-20	2017-12-21
5	87	2017-12-20	2017-12-21
6	88	2017-12-20	2017-12-21
8	88	2017-12-20	2017-12-21
20	88	2017-12-20	2017-12-21
5	89	2017-12-20	2017-12-21
8	89	2017-12-20	2017-12-21
8	90	2017-12-20	2017-12-21
17	90	2017-12-20	2017-12-21
2	91	2017-12-20	2017-12-21
1	91	2017-12-20	2017-12-21
3	91	2017-12-20	2017-12-21
2	92	2017-12-20	2017-12-21
1	92	2017-12-20	2017-12-21
3	92	2017-12-20	2017-12-21
1	93	2017-12-20	2017-12-21
5	93	2017-12-20	2017-12-21
5	94	2017-12-20	2017-12-21
8	94	2017-12-20	2017-12-21
2	95	2017-12-20	2017-12-21
6	95	2017-12-20	2017-12-21
8	95	2017-12-20	2017-12-21
7	96	2017-12-20	2017-12-21
5	97	2017-12-20	2017-12-21
8	98	2017-12-20	2017-12-21
12	98	2017-12-20	2017-12-21
8	99	2017-12-20	2017-12-21
16	99	2017-12-20	2017-12-21
18	99	2017-12-20	2017-12-21
5	100	2017-12-20	2017-12-21
\N	100	2017-12-20	2017-12-21
6	101	2017-12-20	2017-12-21
8	101	2017-12-20	2017-12-21
20	101	2017-12-20	2017-12-21
1	102	2017-12-20	2017-12-21
6	102	2017-12-20	2017-12-21
8	102	2017-12-20	2017-12-21
3	103	2017-12-20	2017-12-21
